mem_id,trans_id,similar_trans,desc,date_diff,date_var,amount,category,discretionary,sub,label
9.7100052201935603E17,4.8663318347824302E18,4866331834841620000|4866331835013710000|4866331835219820000|4866331835404380000,draftwithdrawalachaavpputnamsipsip,4.25,0.11,0.0,'Securities Trades',FALSE,FALSE,1
1.00083961178575E15,1.00083967005054E16,10008396713652200|10008396765908600|10008396815827500|10008396869753000,bkofamervimconlinepmtckfposwebid,3.54,2.6,81.16,'Credit Card Payments',FALSE,FALSE,1
1.00083961716152E15,1.00083968570071E16,1.00083969249685E16,bkofamericaatmdepositsanleandroindusanleandroca,5.43,NA,15.76,Deposits,FALSE,FALSE,0
9.7100052201935603E17,4.86633183489617E18,4.8663318352067604E18,sonnysfranchisecompanwinterparkflmcc,7,NA,0.55,Restaurants/Dining,FALSE,FALSE,0
1.00028121188956E15,1.00028123654588E16,10002812386134300|10002812387632100,lamichoacanavaharlingencarddebitcardpurchase,2.43,8.0,15.45,Restaurants/Dining,FALSE,FALSE,0
1.00083962297469E15,1.00083966116982E16,1.00083966155888E16,citgocitgooldsaybrookctl,0.29,NA,8.69,Gasoline/Fuel,FALSE,FALSE,0
1.00083962585554E15,1.00083966996476E16,10008396706651900|10008396829065200|10008396829065200|10008396905067600,targetttargettcolumbusoh,4.14,22.56,6.71,'General Merchandise',FALSE,FALSE,0
1.00000041154258E15,1.00000042682576E16,10000004268859700|10000004269596900|10000004270263200|10000004270927400|10000004271595100|10000004272534900|10000004273081600|10000004273629900,plymouthcantonpayrlldepppdid,2.12,0.05,0.04,Paychecks/Salary,FALSE,FALSE,1
1.00083961538707E15,1.00083967085808E16,10008396882657900|10008396618068800,burgerkingnapervilleil,8.79,60.5,3.89,Restaurants/Dining,FALSE,FALSE,0
1.00083962001092E15,1.00083967558994E16,10008396773605600|10008396877077800,arcopaypointdanapointca,4.86,25.51,12.53,Gasoline/Fuel,FALSE,FALSE,0
1.00083963212855E15,1.00083964959706E16,1.00083965284804E16,latepaymentcharge,0.14,NA,2.77,'Service Charges/Fees',FALSE,FALSE,0
1.00083961178575E15,1.00083967136522E16,10008396765908600|10008396815827500|10008396869753000,mortgagepaymentpacunionwebid,4.29,0.14,0.0,Mortgages,FALSE,FALSE,1
1.00123564243972E15,1.0012356770686E16,10012356820726200|10012356873413000|10012356922957500,withdrawalbillpaypattycarrlivingwaterpoolser,4.19,0.05,0.0,'ATM/Cash Withdrawals',FALSE,FALSE,0
1.0008396129482E15,1.00083967444781E16,1.00083968089702E16,nonchaseatmwithdrawwest,5,NA,73.13,'ATM/Cash Withdrawals',FALSE,FALSE,0
1.00083962001092E15,1.00083965549206E16,10008396554920600|10008396573035600|10008396561969300|10008396851648600|10008396893939600|10008396893939600,crrprimamrf,0.88,1.86,1.31,Uncategorized,FALSE,FALSE,0
1.00000041154258E15,1.00000042471756E16,10000004247175600|10000004247175600|10000004247175500,spartyscyber,4.29,15.57,0.79,Uncategorized,FALSE,FALSE,0
1.00123564704416E15,1.00123566905153E16,1.00123566961804E16,debitcardwdcopperonesuperdeskcoppermountacodatecard,0.29,NA,187.87,'ATM/Cash Withdrawals',FALSE,FALSE,0
1.00028121143316E15,1.00028123872477E16,10002812387247700|10002812391550600|10002812391550600,otherdecreasefebcapitalonenacapitalone,0.33,0.33,17.14,'Credit Card Payments',FALSE,TRUE,0
1.0008396146072E15,1.00083967708451E16,1.00083967710023E16,preauthorizationjhonnyrocketspending,0,NA,0.0,Uncategorized,FALSE,FALSE,0
9.71000522012272E17,4.8663318346472796E18,4866331834647920000|4866331834653860000|4866331834649680000|4866331834651480000|4866331834654920000|4866331834654780000|4866331834662050000|4866331834658520000|4866331834684100000|4866331834683430000|4866331834683170000|4866331834696450000|4866331834696860000|4866331834700480000|4866331834700320000|4866331834701240000|4866331834741340000|4866331834739820000|4866331834744090000|4866331834740720000|4866331834817200000|4866331834816570000|4866331834814950000|4866331834816210000|4866331834818260000|4866331834838770000|4866331834843820000|4866331834838990000|4866331834838710000|4866331834849250000|4866331834848810000|4866331834851110000|4866331834850970000|4866331834900040000|4866331834898280000|4866331834898850000|4866331834905000000|4866331834951950000|4866331834949100000|4866331834950600000|4866331834949920000|4866331834948500000|4866331834989020000|4866331834989800000|4866331834990940000|4866331834992050000|4866331835029290000|4866331835027730000|4866331835029020000|4866331835034410000|4866331835035770000|4866331835039790000|4866331835036090000|4866331835071570000|4866331835075490000|4866331835067430000|4866331835067250000|4866331835068350000|4866331835079840000|4866331835078140000|4866331835074510000|4866331835076260000|4866331835075490000|4866331835122250000|4866331835124770000|4866331835126600000|4866331835125710000|4866331835118910000|4866331835141260000|4866331835140810000|4866331835138010000|4866331835138610000|4866331835138190000|4866331835144710000|4866331835145100000|4866331835145200000|4866331835164100000|4866331835163370000|4866331835162930000|4866331835175400000|4866331835176170000|4866331835178510000|4866331835177750000|4866331835175400000|4866331835173960000|4866331835177750000|4866331835178510000|4866331835177640000|4866331835177640000|4866331835244220000|4866331835239290000|4866331835242960000|4866331835237720000|4866331835245660000,storepurchasebossrevolution,0.15,0.12,0.76,'General Merchandise',FALSE,FALSE,0
9.71000522012272E17,-8.73673885323533E18,-8.7367388532188099E18,stateofcalifdmvisacramento,3.14,NA,30.34,'Automotive Expenses',FALSE,FALSE,0
1.0008396146072E15,1.00083967232007E16,10008396723201400|10008396723201400|10008396723200700|10008396723201300|10008396723200600|10008396740566600|10008396752209800|10008396760625700|10008396760922900|10008396798055600|10008396798834800|10008396834905000|10008396835889500|10008396901589300|10008396835043500|10008396874157400|10008396845567900|10008396843903800|10008396874157300|10008396849656300|10008396847413700|10008396849040300|10008396900756000|10008396900691200,atmctmtauburnstwatertownmacard,0.65,1.32,51.8,'ATM/Cash Withdrawals',FALSE,FALSE,0
1.00028121188956E15,1.00028124257942E16,10002812426800300|10002812430935400|10002812436789100|10002812437506500|10002812440143800|10002812441241900|10002812441470500,aafesfortpolklacardposdebit,0.49,0.2,0.92,'General Merchandise',FALSE,FALSE,0
1.00013724453397E15,1.00013722286722995E18,1000137222907780000|1000137222865750000|1000137222721490000|1000137222866250000|1000137222804830000|1000137222867230000|1000137222866250000|1000137222907780000|1000137222865750000|1000137223228140000|1000137223224100000|1000137223370610000|1000137223370610000|1000137223950140000|1000137223969390000|1000137223808280000,crcrdtncreditcardpmttransfervu,1.07,5.07,57.84,'Credit Card Payments',FALSE,FALSE,1
1.00083961538707E15,1.00083967197808E16,10008396770817000|10008396820113000,abcblastfitnessil,4.14,0.04,0.0,'Personal Care',FALSE,TRUE,0
1.0008396150311E15,1.00083967012961E16,1.00083967267768E16,pauldingcountyschopauldingkga,2.43,NA,0.0,Uncategorized,FALSE,FALSE,0
1.00000041154258E15,1.00000042729653E16,10000004273081600|10000004273081600|10000004273450000|10000004273984900,paidcheck,2,1.96,14.41,Checks,FALSE,FALSE,0
1.00083961716152E15,1.00083968146059E16,10008396891599100|10008396924968500,checkcardsushiinfinitysanjoseca,4.5,6.38,0.75,Restaurants/Dining,FALSE,TRUE,0
1.00000041154258E15,1.00000042696834E16,10000004269945300|10000004269945200|10000004270860300,americanepresspppdidm,1.19,1.93,2005.64,'Credit Card Payments',FALSE,FALSE,1
1.00083961289649E15,1.00083967201432E16,10008396720142200|10008396751127400|10008396797308900|10008396852117300|10008396906115100,recurringpaymentauthorizedonmsftbolivewascard,3.43,1.15,0.0,Entertainment,FALSE,TRUE,0
1.00083962297469E15,1.00083964751825E16,1.00083965425026E16,advanceautopartsoldsaybrookctusa,9.43,NA,20.72,'Automotive Expenses',FALSE,FALSE,0
9.71000522012272E17,4.8663318346494095E18,4866331834651480000|4866331834651480000|4866331834647280000|4866331834647920000|4866331834653860000|4866331834649680000|4866331834649680000|4866331834649410000|4866331834653980000|4866331834649680000|4866331834653860000|4866331834653860000|4866331834649410000|4866331834651480000|4866331834653860000|4866331834653980000|4866331834653980000|4866331834651480000|4866331834649680000|4866331834658520000|4866331834662090000|4866331834654780000|4866331834662050000|4866331834654920000|4866331834672030000|4866331834670860000|4866331834671860000|4866331834667940000|4866331834668790000|4866331834696450000|4866331834696860000|4866331834700480000|4866331834692210000|4866331834692360000|4866331834696450000|4866331834700320000|4866331834701240000|4866331834700480000|4866331834696860000|4866331834717840000|4866331834720260000|4866331834718540000|4866331834714860000|4866331834715460000|4866331834745740000|4866331834747400000|4866331834749200000|4866331834751430000|4866331834750340000|4866331834774770000|4866331834774770000|4866331834774770000|4866331834766850000|4866331834767130000|4866331834764280000|4866331834774770000|4866331834770670000|4866331834767130000|4866331834766850000|4866331834766850000|4866331834764280000|4866331834766850000|4866331834770670000|4866331834764280000|4866331834767130000|4866331834764280000|4866331834770670000|4866331834767130000|4866331834770670000|4866331834787090000|4866331834789710000|4866331834789530000|4866331834783450000|4866331834788160000|4866331834799880000|4866331834796680000|4866331834802030000|4866331834798180000|4866331834798190000|4866331834814950000|4866331834816570000|4866331834816210000|4866331834817200000|4866331834818260000|4866331834827200000|4866331834826080000|4866331834826210000|4866331834826130000|4866331834828160000|4866331834862890000|4866331834862590000|4866331834870230000|4866331834865610000|4866331834868920000|4866331834882000000|4866331834882030000|4866331834888790000|4866331834889240000|4866331834883050000|4866331834889210000|4866331834889460000|4866331834889240000|4866331834888460000|4866331834888790000|4866331834896870000|4866331834898280000|4866331834895000000|4866331834894110000|4866331834896830000|4866331834915600000|4866331834917910000|4866331834913760000|4866331834913750000|4866331834917140000|4866331834949100000|4866331834949920000|4866331834951950000|4866331834948500000|4866331834950600000|4866331834967880000|4866331834964680000|4866331834965740000|4866331834965780000|4866331834964990000|4866331834987470000|4866331834984010000|4866331834989020000|4866331834989800000|4866331834985130000|4866331834998250000|4866331834993660000|4866331834996270000|4866331834997090000|4866331834994490000|4866331835035710000|4866331835025460000|4866331835029290000|4866331835029020000|4866331835034410000|4866331835035770000|4866331835029020000|4866331835029290000|4866331835024560000|4866331835027730000|4866331835036090000|4866331835035710000|4866331835035690000|4866331835039790000|4866331835035770000|4866331835052630000|4866331835046420000|4866331835049440000|4866331835044320000|4866331835045380000|4866331835056190000|4866331835054710000|4866331835052630000|4866331835050980000|4866331835057240000|4866331835075490000|4866331835069520000|4866331835075490000|4866331835071570000|4866331835071570000|4866331835076260000|4866331835072080000|4866331835076260000|4866331835072080000|4866331835069520000|4866331835079840000|4866331835084170000|4866331835079810000|4866331835079790000|4866331835079790000|4866331835078140000|4866331835084170000|4866331835079810000|4866331835079840000|4866331835079810000|4866331835078140000|4866331835084170000|4866331835079840000|4866331835079790000|4866331835078140000|4866331835086050000|4866331835088410000|4866331835084170000|4866331835084040000|4866331835085180000|4866331835101600000|4866331835102700000|4866331835095630000|4866331835092770000|4866331835100790000|4866331835108710000|4866331835115010000|4866331835108930000|4866331835117080000|4866331835108010000|4866331835117530000|4866331835115600000|4866331835117640000|4866331835117080000|4866331835118910000|4866331835125710000|4866331835125710000|4866331835127820000|4866331835126600000|4866331835124770000|4866331835138010000|4866331835133200000|4866331835138610000|4866331835133240000|4866331835141260000|4866331835145100000|4866331835140810000|4866331835139780000|4866331835142760000|4866331835141260000|4866331835152060000|4866331835150800000|4866331835151660000|4866331835150350000|4866331835151960000|4866331835165630000|4866331835164100000|4866331835163370000|4866331835164100000|4866331835163370000|4866331835162930000|4866331835160640000|4866331835162930000|4866331835160640000|4866331835165620000|4866331835164100000|4866331835165740000|4866331835165620000|4866331835163370000|4866331835162930000|4866331835189160000|4866331835189160000|4866331835177640000|4866331835194670000|4866331835179370000|4866331835182810000|4866331835194670000|4866331835182810000|4866331835199570000|4866331835199570000|4866331835177750000|4866331835199040000|4866331835182810000|4866331835199040000|4866331835178510000|4866331835208380000|4866331835208380000|4866331835207030000|4866331835196910000|4866331835199040000|4866331835207030000|4866331835196910000|4866331835199040000|4866331835199570000|4866331835199570000|4866331835208380000|4866331835214280000|4866331835207030000|4866331835214200000|4866331835205230000|4866331835215060000|4866331835215060000|4866331835217580000|4866331835214200000|4866331835214300000|4866331835217580000|4866331835214280000|4866331835214280000|4866331835214200000|4866331835214300000|4866331835235720000|4866331835231460000|4866331835234050000|4866331835237720000|4866331835239290000|4866331835235720000|4866331835239290000|4866331835234960000|4866331835234050000|4866331835237720000|4866331835247500000|4866331835247500000|4866331835247420000|4866331835247420000|4866331835250820000|4866331835246440000|4866331835250820000|4866331835245660000|4866331835246440000|4866331835245660000|4866331835257960000|4866331835257960000|4866331835251870000|4866331835255640000|4866331835257950000|4866331835257950000|4866331835257780000|4866331835257780000|4866331835251870000|4866331835255640000|4866331835257960000|4866331835257960000|4866331835262260000|4866331835262260000|4866331835257950000|4866331835257780000|4866331835258660000|4866331835257950000|4866331835257780000|4866331835258660000|4866331835275200000|4866331835268070000|4866331835274600000|4866331835277120000|4866331835275200000|4866331835274600000|4866331835275200000|4866331835277120000|4866331835268070000|4866331835275880000|4866331835275200000|4866331835274600000|4866331835277120000|4866331835274600000|4866331835271100000|4866331835271100000|4866331835280140000|4866331835280140000|4866331835277120000|4866331835275880000|4866331835298840000|4866331835296940000|4866331835296920000|4866331835301300000|4866331835296940000|4866331835296920000|4866331835295090000|4866331835291270000|4866331835300780000|4866331835295090000|4866331835296940000|4866331835298840000|4866331835298840000|4866331835296920000|4866331835291270000|4866331835304340000|4866331835304340000|4866331835304340000|4866331835310870000|4866331835298840000|4866331835310870000|4866331835309770000|4866331835301300000|4866331835303660000|4866331835309770000|4866331835305470000|4866331835300780000|4866331835305470000|4866331835303660000|4866331835303660000|4866331835324670000|4866331835327350000|4866331835318250000|4866331835316140000|4866331835320510000|4866331835327350000|4866331835332240000|4866331835324670000|4866331835333760000|4866331835333760000|4866331835324670000|4866331835332240000|4866331835327350000|4866331835333320000|4866331835333320000|4866331835344070000|4866331835344070000|4866331835342430000|4866331835344960000|4866331835344960000|4866331835342430000|4866331835342690000|4866331835342690000|4866331835340680000|4866331835340680000|4866331835351330000|4866331835351330000|4866331835351290000|4866331835350560000|4866331835350560000|4866331835351350000|4866331835351290000|4866331835351380000|4866331835351380000|4866331835351350000|4866331835351330000|4866331835351330000|4866331835351350000|4866331835351290000|4866331835351380000|4866331835351290000|4866331835355810000|4866331835355810000|4866331835351350000|4866331835351380000|4866331835370300000|4866331835370240000|4866331835368640000|4866331835370780000|4866331835367650000|4866331835370780000|4866331835367650000|4866331835370240000|4866331835368640000|4866331835370300000|4866331835396730000|4866331835386230000|4866331835386750000|4866331835391570000|4866331835385990000|4866331835391570000|4866331835386750000|4866331835386230000|4866331835391570000|4866331835386750000|4866331835396730000|4866331835385990000|4866331835385990000|4866331835396730000|4866331835385990000|4866331835396730000|4866331835386750000|4866331835386230000|4866331835391570000|4866331835386230000|4866331835415390000|4866331835414790000|4866331835416840000|4866331835410200000|4866331835418700000|4866331835416840000|4866331835427750000|4866331835421360000|4866331835421780000|4866331835421360000|4866331835424960000|4866331835425290000|4866331835418700000|4866331835425290000|4866331835421780000|4866331835437140000|4866331835436910000|4866331835441600000|4866331835437140000|4866331835438280000|4866331835436200000|4866331835436910000|4866331835430960000|4866331835436200000|4866331835432910000|4866331835444420000|4866331835441200000|4866331835441600000|4866331835440710000|4866331835441810000|4866331835450990000|4866331835447070000|4866331835444480000|4866331835450120000|4866331835444420000|4866331835450990000|4866331835450990000|4866331835448470000|4866331835453560000|4866331835450130000|4866331835453560000|4866331835457710000|4866331835450120000|4866331835450130000|4866331835450120000|4866331835461430000|4866331835465160000|4866331835457710000|4866331835465310000|4866331835462360000|4866331835462360000|4866331835465310000|4866331835461430000|4866331835465160000|4866331835462720000|4866331835476000000|4866331835472190000|4866331835470790000|4866331835471440000|4866331835473180000|4866331835486000000|4866331835479840000|4866331835481200000|4866331835482360000|4866331835487250000|4866331835486000000|4866331835492130000|4866331835483390000|4866331835485520000|4866331835487250000|4866331835491670000|4866331835492130000|4866331835490330000|4866331835491680000|4866331835497340000|4866331835497340000|4866331835499550000|4866331835500380000|4866331835505210000|4866331835502940000|4866331835496910000|4866331835500380000|4866331835495550000|4866331835495400000|4866331835508570000|4866331835508570000|4866331835508770000|4866331835512590000|4866331835507620000|4866331835510630000|4866331835523810000,moneyaddedfromdebitcardvisa,0.04,0.01,61.38,'Credit Card Payments',FALSE,FALSE,0
1.00083961178575E15,1.00083964607141E16,10008396500864300|10008396555307000|10008396568847300,renewalmembershipfee,4.62,6.72,15.06,'Service Charges/Fees',FALSE,FALSE,0
1.00083962268215E15,1.00083967726319E16,1.00083967726319E16,bkofamericaatmwithdrwlwestorlandoorlandofl,0,NA,57.65,'ATM/Cash Withdrawals',FALSE,FALSE,0
9.71000522012272E17,-8.73673885322914E18,-8.7367388531866399E18,creditcashbackreward,7.86,NA,0.21,'Other Income',FALSE,FALSE,0
1.00000041154258E15,1.00000042734583E16,1.00000042740378E16,debitcardwithdrawalnetflicomnetflicomcacard,4.43,NA,0.0,Entertainment,FALSE,TRUE,0
1.00000041154258E15,1.00000042689582E16,10000004269835900|10000004271146300|10000004272670400|10000004273895300,achwithdrawaladtsecuritysertypeadtpapachidcoadtsecurityserachtracenumber,4.36,0.12,0.0,'Home Maintenance',FALSE,FALSE,0
1.00028121166095E15,1.00028122245461E16,1.00028122377865E16,mcdonaldsfeagleidusa,4,NA,0.17,Restaurants/Dining,FALSE,FALSE,0
1.00000041154258E15,1.00000042683879E16,10000004271015800|10000004273120100|10000004272624500|10000004273753600,northamanlinsurancelbc,4.25,11.15,0.0,Insurance,FALSE,FALSE,1
1.00083961179494E15,1.0008396808776E16,10008396808784800|10008396853288700|10008396853172800|10008396855275600|10008396854996000,flyingjpurchasewestlathamphoeniaz,0.8,2.67,10.2,Travel,FALSE,FALSE,0
